fiscalDateEnding,reportedCurrency,totalAssets,totalCurrentAssets,cashAndCashEquivalentsAtCarryingValue,cashAndShortTermInvestments,inventory,currentNetReceivables,totalNonCurrentAssets,propertyPlantEquipment,accumulatedDepreciationAmortizationPPE,intangibleAssets,intangibleAssetsExcludingGoodwill,goodwill,investments,longTermInvestments,shortTermInvestments,otherCurrentAssets,otherNonCurrentAssets,totalLiabilities,totalCurrentLiabilities,currentAccountsPayable,deferredRevenue,currentDebt,shortTermDebt,totalNonCurrentLiabilities,capitalLeaseObligations,longTermDebt,currentLongTermDebt,longTermDebtNoncurrent,shortLongTermDebtTotal,otherCurrentLiabilities,otherNonCurrentLiabilities,totalShareholderEquity,treasuryStock,retainedEarnings,commonStock,commonStockSharesOutstanding,symbol
2020-06-30,USD,301311000000,181915000000,13576000000,136527000000,1895000000,32011000000,122096000000,44151000000,43197000000,50389000000,7038000000,43351000000,130044000000,2965000000,122951000000,11482000000,13138000000,183007000000,72310000000,12530000000,78360000000,3749000000,3749000000,110697000000,7671000000,63327000000,3749000000,59578000000,63327000000,10027000000,10632000000,118304000000,None,34566000000,80552000000,7571000000,MSFT
2020-03-31,USD,285449000000,170505000000,11710000000,137626000000,1644000000,22699000000,117444000000,41221000000,41512000000,48919000000,6855000000,42064000000,132104000000,2660000000,125916000000,8536000000,13696000000,170948000000,58707000000,9246000000,60794000000,3748000000,3748000000,112241000000,7248000000,66610000000,3748000000,62862000000,66610000000,9151000000,9673000000,114501000000,None,32012000000,79813000000,7590000000,MSFT
2019-12-31,USD,282794000000,167074000000,8864000000,134253000000,1823000000,23525000000,118120000000,40522000000,39597000000,49374000000,7126000000,42248000000,129483000000,2755000000,125389000000,7473000000,14630000000,172685000000,59640000000,8811000000,62442000000,6247000000,6247000000,113045000000,7172000000,69608000000,6247000000,63361000000,69608000000,9131000000,9658000000,110109000000,None,30739000000,79625000000,7611000000,MSFT
2019-09-30,USD,278955000000,165896000000,13117000000,136636000000,2622000000,19087000000,115359000000,38409000000,36971000000,49621000000,7508000000,42113000000,131971000000,2684000000,123519000000,7551000000,14455000000,172894000000,58118000000,8574000000,68052000000,3017000000,3017000000,114776000000,6659000000,69495000000,3017000000,66478000000,69495000000,8507000000,8826000000,106061000000,None,27240000000,78882000000,7634000000,MSFT
2019-06-30,USD,286556000000,175552000000,11356000000,133819000000,2063000000,29524000000,105825000000,36477000000,35330000000,49776000000,7750000000,42026000000,129789000000,2649000000,122463000000,10146000000,14723000000,184226000000,69420000000,9382000000,74412000000,5516000000,0,108618000000,6188000000,72178000000,5516000000,66662000000,72200000000,9351000000,7581000000,102330000000,None,24150000000,78520000000,7643000000,MSFT
2019-03-31,USD,263281000000,159887000000,11212000000,131618000000,1951000000,19269000000,98273000000,33648000000,35431000000,49964000000,8103000000,41861000000,127455000000,2403000000,120406000000,7049000000,10258000000,168417000000,53861000000,7544000000,None,6515000000,0,108584000000,5972000000,73100000000,6515000000,66585000000,73100000000,7837000000,6763000000,94864000000,None,18338000000,77791000000,7666000000,MSFT
2018-12-31,USD,258859000000,156874000000,6638000000,127662000000,1961000000,19680000000,97079000000,32717000000,33082000000,50059000000,8482000000,41577000000,124407000000,2274000000,121024000000,7571000000,10129000000,166731000000,50318000000,7563000000,None,3516000000,0,110730000000,None,73200000000,3516000000,69653000000,73200000000,8297000000,6055000000,92128000000,None,16585000000,77556000000,7683000000,MSFT
2018-09-30,USD,257619000000,164195000000,15137000000,135880000000,3614000000,17390000000,88490000000,31430000000,30953000000,43434000000,7579000000,35855000000,131941000000,2034000000,120743000000,7311000000,9792000000,171652000000,56277000000,8511000000,None,6497000000,0,109723000000,None,76200000000,6497000000,69733000000,76200000000,7953000000,5539000000,85967000000,None,17279000000,71303000000,7680000000,MSFT
2018-06-30,USD,258848000000,169662000000,11946000000,133768000000,2662000000,26481000000,84300000000,29460000000,29223000000,43736000000,8053000000,35683000000,129579000000,1862000000,121822000000,6751000000,7442000000,176130000000,58488000000,8617000000,None,3998000000,0,112074000000,None,76200000000,3998000000,72242000000,76200000000,8744000000,5211000000,82718000000,None,13682000000,71223000000,7677000000,MSFT
2018-03-31,USD,245497000000,156659000000,9221000000,132270000000,2084000000,17208000000,83579000000,27929000000,28377000000,44126000000,8544000000,35582000000,135088000000,2818000000,123049000000,5097000000,7106000000,166258000000,46133000000,7623000000,23955000000,3677000000,230000000,114374000000,None,76900000000,3447000000,73480000000,77130000000,7500000000,5223000000,79239000000,None,9974000000,70418000000,7690000000,MSFT
2017-12-31,USD,256003000000,167633000000,12859000000,142780000000,2003000000,18428000000,83221000000,26304000000,26849000000,44389000000,9034000000,35355000000,146741000000,3961000000,129921000000,4422000000,6967000000,177643000000,58099000000,7850000000,23809000000,15912000000,12466000000,113904000000,None,76800000000,3446000000,73348000000,89266000000,7787000000,4820000000,78360000000,None,8567000000,70192000000,7705000000,MSFT
2017-09-30,USD,249097000000,161031000000,6884000000,138471000000,3211000000,14561000000,82822000000,24809000000,25523000000,44987000000,9598000000,35389000000,143814000000,5343000000,131587000000,4788000000,6083000000,159450000000,51615000000,6866000000,24904000000,9220000000,8170000000,115967000000,None,77300000000,1050000000,76255000000,85470000000,7520000000,4229000000,89647000000,None,19702000000,69419000000,7720000000,MSFT
2017-06-30,USD,250312000000,162696000000,7663000000,132981000000,2181000000,19792000000,81235000000,23734000000,24179000000,45228000000,10106000000,35122000000,139004000000,6023000000,125318000000,5103000000,6076000000,162601000000,55745000000,7390000000,26656000000,10121000000,9072000000,117665000000,None,77100000000,1049000000,76073000000,86172000000,7684000000,3549000000,87711000000,None,17769000000,69315000000,7708000000,MSFT
2017-03-31,USD,225017000000,146313000000,6713000000,126018000000,1979000000,12882000000,78704000000,21962000000,22992000000,45215000000,10547000000,34668000000,133399000000,7381000000,119305000000,5434000000,4146000000,155288000000,52005000000,6217000000,35733000000,7786000000,7187000000,117683000000,None,76800000000,599000000,76222000000,83987000000,6025000000,17381000000,83491000000,None,531000000,68554000000,7723000000,MSFT
2016-12-31,USD,224610000000,144949000000,8468000000,122781000000,1961000000,14343000000,79661000000,21379000000,21888000000,45525000000,11001000000,34524000000,131667000000,8912000000,114313000000,5864000000,3845000000,155801000000,70787000000,6580000000,34680000000,25664000000,25065000000,98314000000,None,59900000000,599000000,59306000000,84965000000,6688000000,15980000000,81829000000,None,120000000000,68177000000,7730000000,MSFT
2016-09-30,USD,212524000000,157909000000,13928000000,136932000000,3122000000,11129000000,54615000000,19224000000,20885000000,21429000000,3522000000,17907000000,147392000000,10486000000,123004000000,6726000000,3476000000,142152000000,58810000000,6296000000,33588000000,14536000000,14536000000,95642000000,None,60200000000,14536000000,60154000000,74736000000,7123000000,14340000000,82462000000,None,944000000,67747000000,7784000000,MSFT
2016-06-30,USD,193468000000,139660000000,6510000000,113240000000,2251000000,18277000000,54034000000,18356000000,19800000000,21605000000,3733000000,17872000000,123646000000,10431000000,106730000000,5892000000,3416000000,121471000000,59357000000,6898000000,None,12904000000,12904000000,74140000000,None,40600000000,0,40557000000,53504000000,5949000000,13640000000,83090000000,None,2282000000,68178000000,7808000000,MSFT
2016-03-31,USD,181869000000,128421000000,7170000000,105552000000,2450000000,12247000000,53448000000,16831000000,18885000000,22407000000,4459000000,17948000000,116842000000,11315000000,98382000000,6598000000,2895000000,107063000000,44354000000,6759000000,25893000000,5498000000,5498000000,62709000000,None,40900000000,0,40896000000,46398000000,5887000000,14122000000,74806000000,None,4954000000,68012000000,7870000000,MSFT
2015-12-31,USD,180098000000,127812000000,7185000000,102640000000,2702000000,14507000000,52286000000,15789000000,18008000000,22055000000,4619000000,17436000000,114129000000,11514000000,95455000000,6345000000,2928000000,103318000000,42643000000,6936000000,25031000000,3750000000,3000000000,72975000000,None,41400000000,750000000,40679000000,44400000000,6447000000,13700000000,76780000000,None,7030000000,68279000000,7925000000,MSFT
2015-09-30,USD,172896000000,121656000000,5431000000,99355000000,3816000000,11444000000,51240000000,15046000000,18009000000,21887000000,4745000000,17142000000,110793000000,11438000000,93924000000,5594000000,2869000000,95451000000,49399000000,6630000000,24387000000,10748000000,9998000000,57952000000,None,28600000000,750000000,27819000000,38598000000,6207000000,13280000000,77445000000,None,7896000000,68093000000,7986000000,MSFT
2015-06-30,USD,174472000000,122797000000,5595000000,96526000000,2902000000,17908000000,48676000000,14731000000,17606000000,21774000000,4835000000,16939000000,108579000000,12053000000,90931000000,5461000000,3117000000,94389000000,49647000000,6591000000,25318000000,7484000000,4985000000,59826000000,None,30300000000,2499000000,27808000000,35285000000,6555000000,13544000000,80083000000,None,9096000000,68465000000,8027000000,MSFT
2015-03-31,USD,176683000000,118398000000,7414000000,95438000000,2469000000,12427000000,58285000000,14375000000,16839000000,28691000000,6963000000,21728000000,107457000000,12019000000,88024000000,6376000000,3200000000,86551000000,40748000000,6690000000,20198000000,4224000000,1725000000,57603000000,None,30100000000,2499000000,27644000000,31800000000,6846000000,13274000000,90132000000,None,18186000000,68475000000,8113000000,MSFT
2014-12-31,USD,174848000000,116362000000,6426000000,90249000000,2053000000,16186000000,58486000000,13607000000,16192000000,29154000000,7299000000,21855000000,102914000000,12665000000,83823000000,6173000000,3060000000,82969000000,47415000000,6932000000,21243000000,10048000000,8299000000,46854000000,None,20000000000,1749000000,18260000000,28300000000,6623000000,12423000000,91879000000,None,19731000000,68765000000,8218000000,MSFT
2014-09-30,USD,169656000000,112439000000,6302000000,89193000000,3141000000,12887000000,57217000000,13229000000,15373000000,26774000000,6693000000,20081000000,103136000000,13943000000,82891000000,5434000000,3271000000,79486000000,44694000000,6769000000,22538000000,5248000000,3500000000,45492000000,None,20200000000,1748000000,18472000000,23700000000,7130000000,11781000000,90170000000,None,18051000000,68362000000,8255000000,MSFT
2014-06-30,USD,172384000000,114246000000,8669000000,85709000000,2660000000,19544000000,55410000000,13011000000,14793000000,27108000000,6981000000,20127000000,100811000000,14597000000,77040000000,4392000000,3422000000,82600000000,45625000000,7432000000,25158000000,2000000000,2000000000,47485000000,None,20600000000,0,20645000000,22600000000,6906000000,11594000000,89784000000,None,17710000000,68366000000,8239000000,MSFT
2014-03-31,USD,156119000000,109006000000,11572000000,88425000000,1920000000,13497000000,47113000000,11771000000,14441000000,17652000000,2901000000,14751000000,103199000000,14792000000,76853000000,3740000000,2898000000,68695000000,33903000000,4583000000,19512000000,2000000000,0,44192000000,None,22700000000,2000000000,20679000000,22700000000,4275000000,9953000000,87424000000,None,16289000000,67803000000,8260000000,MSFT
2013-12-31,USD,153543000000,106870000000,10059000000,83944000000,1594000000,15986000000,46673000000,11567000000,13686000000,17625000000,2945000000,14680000000,98551000000,14607000000,73885000000,4018000000,2874000000,68443000000,33742000000,5398000000,19474000000,2300000000,300000000,43901000000,None,22700000000,2000000000,20676000000,23000000000,3920000000,9790000000,85100000000,None,14347000000,67476000000,8300000000,MSFT
2013-09-30,USD,142348000000,99450000000,4023000000,80672000000,2613000000,11007000000,42898000000,10774000000,13038000000,17649000000,2982000000,14667000000,93083000000,11995000000,76649000000,3900000000,2480000000,60707000000,34623000000,4841000000,20214000000,3300000000,1300000000,35084000000,None,14600000000,2000000000,12632000000,15900000000,3625000000,9587000000,81641000000,None,11680000000,67230000000,8346000000,MSFT
2013-06-30,USD,142431000000,101466000000,3804000000,77022000000,1938000000,17486000000,39256000000,9991000000,12513000000,14655000000,3083000000,14655000000,88786000000,10844000000,73218000000,3388000000,2392000000,63487000000,37417000000,4828000000,22399000000,2999000000,0,35780000000,None,15600000000,2999000000,12601000000,15600000000,3597000000,10000000000,78944000000,None,9895000000,67306000000,8328000000,MSFT
2013-03-31,USD,134105000000,93524000000,5240000000,74483000000,2133000000,11991000000,40581000000,9204000000,12247000000,17922000000,3240000000,14682000000,155299000000,11193000000,69243000000,3241000000,2262000000,57417000000,31929000000,4532000000,17905000000,2246000000,2246000000,34588000000,None,14200000000,2246000000,11949000000,14200000000,3913000000,9721000000,76688000000,None,7657000000,66826000000,8349000000,MSFT
